,Position,Symbol,Lots,Lots Change/Max,Entry Execution,Entry Signal,Entry Bar,Entry Date,Entry Time,Entry Price,Entry Commission,Exit Execution,Exit Signal,Exit Bar,Exit Date,Exit Time,Exit Price,Exit Commission,Weighted entry price,P/L,P/L per trade,P/L per lot,Fixed P/L,Open P/L,Bars Held,Profit/Bar,Gross Profit/loss,% of Change,MAE,MAE %,MFE,MFE %
-,"Long","ETHUSDT",+8.09,+8.09,Normal,"B",853 966,27.04.2019,17:26:00,+160.34,+1.03772048,Normal,"sB",855 198,28.04.2019,13:58:00,+157.89,+1.02186408,+160.34000000,-21.88008456,-19.82050000,-2.70458400,-21.88008456,+0.00000000,1 232,-0.01775981,1 414.26123304,-1.69,-2.82,-1.76%,+1.83,1.14%
-,"Short","ETHUSDT",-0.31,+0.31,Normal,"S",855 198,28.04.2019,13:58:00,+157.89,+0.03915672,Normal,"sS",857 362,30.04.2019,02:02:00,+157.74,+0.03911952,+157.89000000,-0.03177624,+0.04650000,-0.10250400,-0.03177624,+0.00000000,2 164,-0.00001468,1 414.22945680,-0.06,-1.64,-1.04%,+5.89,3.73%
-,"Long","ETHUSDT",+8.16,+8.16,Normal,"B",857 362,30.04.2019,02:02:00,+157.74,+1.02972672,Normal,"sB",860 913,02.05.2019,13:13:00,+159.42,+1.04069376,+157.74000000,+11.63837952,+13.70880000,+1.42627200,+11.63837952,+0.00000000,3 551,+0.00327749,1 425.86783632,+0.90,-1.86,-1.18%,+6.14,3.89%
-,"Short","ETHUSDT",-0.31,+0.31,Normal,"S",860 915,02.05.2019,13:15:00,+159.18,+0.03947664,Normal,"sS",861 014,02.05.2019,14:54:00,+161.05,+0.03994040,+159.18000000,-0.65911704,-0.57970000,-2.12618400,-0.65911704,+0.00000000,99,-0.00665775,1 425.20871928,-1.34,-2.02,-1.27%,+0.04,0.03%
-,"Long","ETHUSDT",+7.99,+7.99,Normal,"B",861 014,02.05.2019,14:54:00,+161.05,+1.02943160,Normal,"sB",863 309,04.05.2019,05:09:00,+165.04,+1.05493568,+161.05000000,+29.79573272,+31.88010000,+3.72912800,+29.79573272,+0.00000000,2 295,+0.01298289,1 455.00445200,+2.32,-1.01,-0.63%,+10.25,6.36%
-,"Short","ETHUSDT",-0.3,+0.3,Normal,"S",863 309,04.05.2019,05:09:00,+165.04,+0.03960960,Normal,"sS",866 494,06.05.2019,10:14:00,+164.48,+0.03947520,+165.04000000,+0.08891520,+0.16800000,+0.29638400,+0.08891520,+0.00000000,3 185,+0.00002792,1 455.09336720,+0.18,-1.28,-0.78%,+7.49,4.54%
-,"Long","ETHUSDT",+7.85,+7.85,Normal,"B",866 494,06.05.2019,10:14:00,+164.48,+1.03293440,Normal,"sB",868 779,08.05.2019,00:19:00,+166.43,+1.04518040,+164.48000000,+13.22938520,+15.30750000,+1.68527200,+13.22938520,+0.00000000,2 285,+0.00578967,1 468.32275240,+1.02,-1.07,-0.65%,+18.28,11.11%
-,"Short","ETHUSDT",-0.3,+0.3,Normal,"S",868 779,08.05.2019,00:19:00,+166.43,+0.03994320,Normal,"sS",871 585,09.05.2019,23:05:00,+172.03,+0.04128720,+166.43000000,-1.76123040,-1.68000000,-5.87076800,-1.76123040,+0.00000000,2 806,-0.00062767,1 466.56152200,-3.53,-7.45,-4.48%,+0.06,0.04%
-,"Long","ETHUSDT",+7.52,+7.52,Normal,"B",871 585,09.05.2019,23:05:00,+172.03,+1.03493248,Normal,"sB",875 224,12.05.2019,11:44:00,+189.96,+1.14279936,+172.03000000,+132.65586816,+134.83360000,+17.64040800,+132.65586816,+0.00000000,3 639,+0.03645393,1 599.21739016,+10.25,-3.57,-2.08%,+33.20,19.30%
-,"Short","ETHUSDT",-0.26,+0.26,Normal,"S",875 224,12.05.2019,11:44:00,+189.96,+0.03951168,Normal,"sS",876 872,13.05.2019,15:12:00,+197.00,+0.04097600,+189.96000000,-1.91088768,-1.83040000,-7.34956800,-1.91088768,+0.00000000,1 648,-0.00115952,1 597.30650248,-3.87,-7.04,-3.71%,+8.96,4.72%
-,"Long","ETHUSDT",+6.73,+6.73,Normal,"B",876 872,13.05.2019,15:12:00,+197.00,+1.06064800,Normal,"sB",878 554,14.05.2019,19:14:00,+202.45,+1.08999080,+197.00000000,+34.52786120,+36.67850000,+5.13044000,+34.52786120,+0.00000000,1 682,+0.02052786,1 631.83436368,+2.60,-5.78,-2.93%,+18.98,9.63%
-,"Short","ETHUSDT",-0.24,+0.24,Normal,"S",878 554,14.05.2019,19:14:00,+202.45,+0.03887040,Normal,"sS",878 728,14.05.2019,22:08:00,+208.42,+0.04001664,+202.45000000,-1.51168704,-1.43280000,-6.29869600,-1.51168704,+0.00000000,174,-0.00868786,1 630.32267664,-3.11,-7.04,-3.48%,+1.72,0.85%
-,"Long","ETHUSDT",+6.36,+6.36,Normal,"B",878 728,14.05.2019,22:08:00,+208.42,+1.06044096,Normal,"sB",881 311,17.05.2019,03:11:00,+234.65,+1.19389920,+208.42000000,+164.56845984,+166.82280000,+25.87554400,+164.56845984,+0.00000000,2 583,+0.06371214,1 794.89113648,+12.42,-0.02,-0.01%,+71.34,34.23%
-,"Short","ETHUSDT",-0.2,+0.2,Normal,"S",881 311,17.05.2019,03:11:00,+234.65,+0.03754400,Normal,"sS",884 125,19.05.2019,02:05:00,+244.54,+0.03912640,+234.65000000,-2.05467040,-1.97800000,-10.27335200,-2.05467040,+0.00000000,2 814,-0.00073016,1 792.83646608,-4.38,-13.35,-5.69%,+11.22,4.78%
-,"Long","ETHUSDT",+5.56,+5.56,Normal,"B",884 125,19.05.2019,02:05:00,+244.54,+1.08771392,Normal,"sB",885 975,20.05.2019,08:55:00,+247.68,+1.10168064,+244.54000000,+15.26900544,+17.45840000,+2.74622400,+15.26900544,+0.00000000,1 850,+0.00825352,1 808.10547152,+1.12,-1.54,-0.63%,+19.46,7.96%
-,"Short","ETHUSDT",-0.2,+0.2,Normal,"S",885 975,20.05.2019,08:55:00,+247.68,+0.03962880,Normal,"sS",886 705,20.05.2019,21:05:00,+254.38,+0.04070080,+247.68000000,-1.42032960,-1.34000000,-7.10164800,-1.42032960,+0.00000000,730,-0.00194566,1 806.68514192,-2.87,-8.42,-3.40%,+9.68,3.91%
-,"Long","ETHUSDT",+5.36,+5.36,Normal,"B",886 705,20.05.2019,21:05:00,+254.38,+1.09078144,Normal,"sB",888 920,22.05.2019,10:00:00,+253.55,+1.08722240,+254.38000000,-6.62680384,-4.44880000,-1.23634400,-6.62680384,+0.00000000,2 215,-0.00299179,1 800.05833808,-0.49,-8.32,-3.27%,+7.62,3.00%
-,"Short","ETHUSDT",-0.19,+0.19,Normal,"S",888 920,22.05.2019,10:00:00,+253.55,+0.03853960,Normal,"sS",891 108,23.05.2019,22:28:00,+246.38,+0.03744976,+253.55000000,+1.28631064,+1.36230000,+6.77005600,+1.28631064,+0.00000000,2 188,+0.00058789,1 801.34464872,+2.67,-3.41,-1.34%,+22.45,8.85%
-,"Long","ETHUSDT",+5.53,+5.53,Normal,"B",891 108,23.05.2019,22:28:00,+246.38,+1.08998512,Normal,"sB",894 241,26.05.2019,02:41:00,+249.70,+1.10467280,+246.38000000,+16.16494208,+18.35960000,+2.92313600,+16.16494208,+0.00000000,3 133,+0.00515957,1 817.50959080,+1.19,-4.84,-1.96%,+10.95,4.44%
-,"Short","ETHUSDT",-0.2,+0.2,Normal,"S",894 241,26.05.2019,02:41:00,+249.70,+0.03995200,Normal,"sS",895 222,26.05.2019,19:02:00,+250.55,+0.04008800,+249.70000000,-0.25004000,-0.17000000,-1.25020000,-0.25004000,+0.00000000,981,-0.00025488,1 817.25955080,-0.50,-0.95,-0.38%,+4.59,1.84%
-,"Long","ETHUSDT",+5.44,+5.44,Normal,"B",895 222,26.05.2019,19:02:00,+250.55,+1.09039360,Normal,"sB",898 673,29.05.2019,04:33:00,+266.56,+1.16006912,+250.55000000,+84.84393728,+87.09440000,+15.59631200,+84.84393728,+0.00000000,3 451,+0.02458532,1 902.10348808,+6.22,-0.06,-0.02%,+29.04,11.59%
-,"Short","ETHUSDT",-0.18,+0.18,Normal,"S",898 673,29.05.2019,04:33:00,+266.56,+0.03838464,Normal,"sS",899 201,29.05.2019,13:21:00,+270.62,+0.03896928,+266.56000000,-0.80815392,-0.73080000,-4.48974400,-0.80815392,+0.00000000,528,-0.00153059,1 901.29533416,-1.68,-4.12,-1.55%,+6.51,2.44%
-,"Long","ETHUSDT",+5.1,+5.1,Normal,"B",899 201,29.05.2019,13:21:00,+270.62,+1.10412960,Normal,"sB",900 863,30.05.2019,17:03:00,+268.85,+1.09690800,+270.62000000,-11.22803760,-9.02700000,-2.20157600,-11.22803760,+0.00000000,1 662,-0.00675574,1 890.06729656,-0.81,-4.02,-1.49%,+18.00,6.65%
-,"Short","ETHUSDT",-0.18,+0.18,Normal,"S",900 863,30.05.2019,17:03:00,+268.85,+0.03871440,Normal,"sS",902 773,01.06.2019,00:53:00,+272.92,+0.03930048,+268.85000000,-0.81061488,-0.73260000,-4.50341600,-0.81061488,+0.00000000,1 910,-0.00042441,1 889.25668168,-1.68,-5.15,-1.92%,+28.71,10.68%
-,"Long","ETHUSDT",+5.06,+5.06,Normal,"B",902 773,01.06.2019,00:53:00,+272.92,+1.10478016,Normal,"sB",904 144,01.06.2019,23:44:00,+263.09,+1.06498832,+272.92000000,-51.90956848,-49.73980000,-10.25880800,-51.90956848,+0.00000000,1 371,-0.03786256,1 837.34711320,-3.76,-12.24,-4.48%,+2.58,0.95%
-,"Short","ETHUSDT",-0.18,+0.18,Normal,"S",904 144,01.06.2019,23:44:00,+263.09,+0.03788496,Normal,"sS",904 244,02.06.2019,01:24:00,+268.60,+0.03867840,+263.09000000,-1.06836336,-0.99180000,-5.93535200,-1.06836336,+0.00000000,100,-0.01068363,1 836.27874984,-2.26,-5.75,-2.19%,+0.26,0.10%
-,"Long","ETHUSDT",+5.14,+5.14,Normal,"B",904 244,02.06.2019,01:24:00,+268.60,+1.10448320,Normal,"sB",905 129,02.06.2019,16:09:00,+266.89,+1.09745168,+268.60000000,-10.99133488,-8.78940000,-2.13839200,-10.99133488,+0.00000000,885,-0.01241959,1 825.28741496,-0.80,-5.30,-1.97%,+4.60,1.71%
-,"Short","ETHUSDT",-0.18,+0.18,Normal,"S",905 129,02.06.2019,16:09:00,+266.89,+0.03843216,Normal,"sS",911 318,06.06.2019,23:18:00,+243.64,+0.03508416,+266.89000000,+4.11148368,+4.18500000,+22.84157600,+4.11148368,+0.00000000,6 189,+0.00066432,1 829.39889864,+8.56,-3.81,-1.43%,+32.50,12.18%
-,"Long","ETHUSDT",+5.66,+5.66,Normal,"B",911 318,06.06.2019,23:18:00,+243.64,+1.10320192,Normal,"sB",913 603,08.06.2019,15:37:00,+244.80,+1.10845440,+243.64000000,+4.35394368,+6.56560000,+0.76924800,+4.35394368,+0.00000000,2 285,+0.00190545,1 833.75284232,+0.32,-0.54,-0.22%,+9.64,3.96%
-,"Short","ETHUSDT",-0.2,+0.2,Normal,"S",913 603,08.06.2019,15:37:00,+244.80,+0.03916800,Normal,"sS",916 243,10.06.2019,11:37:00,+241.00,+0.03856000,+244.80000000,+0.68227200,+0.76000000,+3.41136000,+0.68227200,+0.00000000,2 640,+0.00025844,1 834.43511432,+1.39,-1.34,-0.55%,+18.24,7.45%
-,"Long","ETHUSDT",+5.73,+5.73,Normal,"B",916 243,10.06.2019,11:37:00,+241.00,+1.10474400,Normal,"sB",922 029,14.06.2019,12:03:00,+254.29,+1.16566536,+241.00000000,+73.88129064,+76.15170000,+12.89376800,+73.88129064,+0.00000000,5 786,+0.01276898,1 908.31640496,+5.35,-4.51,-1.87%,+21.98,9.12%
-,"Short","ETHUSDT",-0.19,+0.19,Normal,"S",922 029,14.06.2019,12:03:00,+254.29,+0.03865208,Normal,"sS",922 535,14.06.2019,20:29:00,+256.81,+0.03903512,+254.29000000,-0.55648720,-0.47880000,-2.92888000,-0.55648720,+0.00000000,506,-0.00109978,1 907.75991776,-1.15,-4.01,-1.58%,+1.12,0.44%
-,"Long","ETHUSDT",+5.35,+5.35,Normal,"B",922 574,14.06.2019,21:08:00,+258.44,+1.10612320,Normal,"sB",925 342,16.06.2019,19:16:00,+266.57,+1.14091960,+258.44000000,+41.24845720,+43.49550000,+7.70999200,+41.24845720,+0.00000000,2 768,+0.01490190,1 949.00837496,+2.98,-0.22,-0.09%,+18.62,7.20%
-,"Short","ETHUSDT",-0.18,+0.18,Normal,"S",925 342,16.06.2019,19:16:00,+266.57,+0.03838608,Normal,"sS",925 670,17.06.2019,00:44:00,+271.86,+0.03914784,+266.57000000,-1.02973392,-0.95220000,-5.72074400,-1.02973392,+0.00000000,328,-0.00313943,1 947.97864104,-2.15,-6.17,-2.31%,+3.26,1.22%
-,"Long","ETHUSDT",+5.11,+5.11,Normal,"B",925 670,17.06.2019,00:44:00,+271.86,+1.11136368,Normal,"sB",927 193,18.06.2019,02:07:00,+270.67,+1.10649896,+271.86000000,-8.29876264,-6.08090000,-1.62402400,-8.29876264,+0.00000000,1 523,-0.00544896,1 939.67987840,-0.60,-5.05,-1.86%,+4.14,1.52%
-,"Short","ETHUSDT",-0.18,+0.18,Normal,"S",927 193,18.06.2019,02:07:00,+270.67,+0.03897648,Normal,"sS",928 888,19.06.2019,06:22:00,+268.63,+0.03868272,+270.67000000,+0.28954080,+0.36720000,+1.60856000,+0.28954080,+0.00000000,1 695,+0.00017082,1 939.96941920,+0.59,-0.29,-0.11%,+9.22,3.41%
-,"Long","ETHUSDT",+5.17,+5.17,Normal,"B",928 888,19.06.2019,06:22:00,+268.63,+1.11105368,Normal,"sB",930 473,20.06.2019,08:47:00,+266.48,+1.10216128,+268.63000000,-13.32871496,-11.11550000,-2.57808800,-13.32871496,+0.00000000,1 585,-0.00840928,1 926.64070424,-0.96,-3.37,-1.25%,+2.09,0.78%
-,"Short","ETHUSDT",-0.18,+0.18,Normal,"S",930 473,20.06.2019,08:47:00,+266.48,+0.03837312,Normal,"sS",930 903,20.06.2019,15:57:00,+269.33,+0.03878352,+266.48000000,-0.59015664,-0.51300000,-3.27864800,-0.59015664,+0.00000000,430,-0.00137246,1 926.05054760,-1.23,-2.85,-1.07%,+0.77,0.29%
-,"Long","ETHUSDT",+5.13,+5.13,Normal,"B",931 173,20.06.2019,20:27:00,+271.69,+1.11501576,Normal,"sB",935 730,24.06.2019,00:24:00,+298.31,+1.22426424,+271.69000000,+134.22132000,+136.56060000,+26.16400000,+134.22132000,+0.00000000,4 557,+0.02945388,2 060.27186760,+9.63,-1.54,-0.57%,+50.01,18.41%
-,"Short","ETHUSDT",-0.16,+0.16,Normal,"S",935 730,24.06.2019,00:24:00,+298.31,+0.03818368,Normal,"sS",937 049,24.06.2019,22:23:00,+312.98,+0.04006144,+298.31000000,-2.42544512,-2.34720000,-15.15903200,-2.42544512,+0.00000000,1 319,-0.00183885,2 057.84642248,-5.08,-16.10,-5.40%,+0.31,0.10%
-,"Long","ETHUSDT",+4.51,+4.51,Normal,"B",937 049,24.06.2019,22:23:00,+312.98,+1.12923184,Normal,"sB",937 901,25.06.2019,12:35:00,+307.42,+1.10917136,+312.98000000,-27.31400320,-25.07560000,-6.05632000,-27.31400320,+0.00000000,852,-0.03205869,2 030.53241928,-1.94,-5.56,-1.78%,+3.21,1.03%
-,"Short","ETHUSDT",-0.16,+0.16,Normal,"S",937 901,25.06.2019,12:35:00,+307.42,+0.03934976,Normal,"sS",938 445,25.06.2019,21:39:00,+313.18,+0.04008704,+307.42000000,-1.00103680,-0.92160000,-6.25648000,-1.00103680,+0.00000000,544,-0.00184014,2 029.53138248,-2.04,-6.25,-2.03%,+0.42,0.14%
-,"Long","ETHUSDT",+4.51,+4.51,Normal,"B",938 445,25.06.2019,21:39:00,+313.18,+1.12995344,Normal,"sB",939 864,26.06.2019,21:18:00,+328.21,+1.18418168,+313.18000000,+65.47116488,+67.78530000,+14.51688800,+65.47116488,+0.00000000,1 419,+0.04613895,2 095.00254736,+4.64,-1.54,-0.49%,+53.62,17.12%
-,"Short","ETHUSDT",-0.15,+0.15,Normal,"S",939 864,26.06.2019,21:18:00,+328.21,+0.03938520,Normal,"sS",944 334,29.06.2019,23:48:00,+322.77,+0.03873240,+328.21000000,+0.73788240,+0.81600000,+4.91921600,+0.73788240,+0.00000000,4 470,+0.00016507,2 095.74042976,+1.50,-18.79,-5.72%,+48.20,14.69%
-,"Long","ETHUSDT",+4.42,+4.42,Normal,"B",944 334,29.06.2019,23:48:00,+322.77,+1.14131472,Normal,"sB",944 964,30.06.2019,10:18:00,+305.34,+1.07968224,+322.77000000,-79.26159696,-77.04060000,-17.93248800,-79.26159696,+0.00000000,630,-0.12581206,2 016.47883280,-5.56,-18.72,-5.80%,+1.97,0.61%
-,"Short","ETHUSDT",-0.16,+0.16,Normal,"S",944 964,30.06.2019,10:18:00,+305.34,+0.03908352,Normal,"sS",948 398,02.07.2019,19:32:00,+291.18,+0.03727104,+305.34000000,+2.18924544,+2.26560000,+13.68278400,+2.18924544,+0.00000000,3 434,+0.00063752,2 018.66807824,+4.48,-2.57,-0.84%,+32.69,10.71%
-,"Long","ETHUSDT",+4.87,+4.87,Normal,"B",948 398,02.07.2019,19:32:00,+291.18,+1.13443728,Normal,"sB",950 748,04.07.2019,10:42:00,+292.05,+1.13782680,+291.18000000,+1.96463592,+4.23690000,+0.40341600,+1.96463592,+0.00000000,2 350,+0.00083602,2 020.63271416,+0.14,-6.18,-2.12%,+11.71,4.02%
-,"Short","ETHUSDT",-0.17,+0.17,Normal,"S",950 748,04.07.2019,10:42:00,+292.05,+0.03971880,Normal,"sS",952 199,05.07.2019,10:53:00,+294.30,+0.04002480,+292.05000000,-0.46224360,-0.38250000,-2.71908000,-0.46224360,+0.00000000,1 451,-0.00031857,2 020.17047056,-0.93,-3.95,-1.35%,+11.52,3.94%
-,"Long","ETHUSDT",+4.83,+4.83,Normal,"B",952 199,05.07.2019,10:53:00,+294.30,+1.13717520,Normal,"sB",952 764,05.07.2019,20:18:00,+287.02,+1.10904528,+294.30000000,-37.40862048,-35.16240000,-7.74505600,-37.40862048,+0.00000000,565,-0.06620995,1 982.76185008,-2.63,-9.30,-3.16%,+0.01,0.00%
-,"Short","ETHUSDT",-0.17,+0.17,Normal,"S",952 764,05.07.2019,20:18:00,+287.02,+0.03903472,Normal,"sS",953 000,06.07.2019,00:14:00,+292.77,+0.03981672,+287.02000000,-1.05635144,-0.97750000,-6.21383200,-1.05635144,+0.00000000,236,-0.00447607,1 981.70549864,-2.16,-5.75,-2.00%,+2.62,0.91%
-,"Long","ETHUSDT",+4.86,+4.86,Normal,"B",953 000,06.07.2019,00:14:00,+292.77,+1.13828976,Normal,"sB",953 725,06.07.2019,12:19:00,+287.91,+1.11939408,+292.77000000,-25.87728384,-23.61960000,-5.32454400,-25.87728384,+0.00000000,725,-0.03569281,1 955.82821480,-1.82,-5.19,-1.77%,+0.78,0.27%
-,"Short","ETHUSDT",-0.17,+0.17,Normal,"S",953 727,06.07.2019,12:21:00,+288.08,+0.03917888,Normal,"sS",953 883,06.07.2019,14:57:00,+293.06,+0.03985616,+288.08000000,-0.92563504,-0.84660000,-5.44491200,-0.92563504,+0.00000000,156,-0.00593356,1 954.90257976,-1.89,-4.98,-1.73%,+0.51,0.18%
-,"Long","ETHUSDT",+4.85,+4.85,Normal,"B",953 883,06.07.2019,14:57:00,+293.06,+1.13707280,Normal,"sB",954 263,06.07.2019,21:17:00,+290.11,+1.12562680,+293.06000000,-16.57019960,-14.30750000,-3.41653600,-16.57019960,+0.00000000,380,-0.04360579,1 938.33238016,-1.17,-3.91,-1.33%,+3.65,1.25%
-,"Short","ETHUSDT",-0.17,+0.17,Normal,"S",954 263,06.07.2019,21:17:00,+290.11,+0.03945496,Normal,"sS",955 127,07.07.2019,11:41:00,+294.51,+0.04005336,+290.11000000,-0.82750832,-0.74800000,-4.86769600,-0.82750832,+0.00000000,864,-0.00095776,1 937.50487184,-1.68,-4.76,-1.64%,+5.86,2.02%
-,"Long","ETHUSDT",+4.82,+4.82,Normal,"B",955 127,07.07.2019,11:41:00,+294.51,+1.13563056,Normal,"sB",959 220,10.07.2019,07:54:00,+306.73,+1.18275088,+294.51000000,+56.58201856,+58.90040000,+11.73900800,+56.58201856,+0.00000000,4 093,+0.01382409,1 994.08689040,+3.99,-4.86,-1.65%,+23.68,8.04%
-,"Short","ETHUSDT",-0.16,+0.16,Normal,"S",959 220,10.07.2019,07:54:00,+306.73,+0.03926144,Normal,"sS",971 488,18.07.2019,20:22:00,+225.14,+0.02881792,+306.73000000,+12.98632064,+13.05440000,+81.16450400,+12.98632064,+0.00000000,12 268,+0.00105855,2 007.07321104,+26.46,-3.57,-1.16%,+114.89,37.46%
-,"Long","ETHUSDT",+6.3,+6.3,Normal,"B",971 488,18.07.2019,20:22:00,+225.14,+1.13470560,Normal,"sB",972 497,19.07.2019,13:11:00,+214.83,+1.08274320,+225.14000000,-67.17044880,-64.95300000,-10.66197600,-67.17044880,+0.00000000,1 009,-0.06657131,1 939.90276224,-4.74,-12.62,-5.61%,+4.51,2.00%
-,"Short","ETHUSDT",-0.23,+0.23,Normal,"S",972 497,19.07.2019,13:11:00,+214.83,+0.03952872,Normal,"sS",973 020,19.07.2019,21:54:00,+220.75,+0.04061800,+214.83000000,-1.44174672,-1.36160000,-6.26846400,-1.44174672,+0.00000000,523,-0.00275669,1 938.46101552,-2.92,-6.07,-2.83%,+0.25,0.12%
-,"Long","ETHUSDT",+6.43,+6.43,Normal,"B",973 020,19.07.2019,21:54:00,+220.75,+1.13553800,Normal,"sB",975 328,21.07.2019,12:22:00,+223.46,+1.14947824,+220.75000000,+15.14028376,+17.42530000,+2.35463200,+15.14028376,+0.00000000,2 308,+0.00655991,1 953.60129928,+1.07,-1.54,-0.70%,+14.34,6.50%
-,"Short","ETHUSDT",-0.22,+0.22,Normal,"S",975 328,21.07.2019,12:22:00,+223.46,+0.03932896,Normal,"sS",978 566,23.07.2019,18:20:00,+216.95,+0.03818320,+223.46000000,+1.35468784,+1.43220000,+6.15767200,+1.35468784,+0.00000000,3 238,+0.00041837,1 954.95598712,+2.76,-4.88,-2.18%,+15.10,6.76%
-,"Long","ETHUSDT",+6.54,+6.54,Normal,"B",978 566,23.07.2019,18:20:00,+216.95,+1.13508240,Normal,"sB",978 915,24.07.2019,00:09:00,+206.13,+1.07847216,+216.95000000,-72.97635456,-70.76280000,-11.15846400,-72.97635456,+0.00000000,349,-0.20910130,1 881.97963256,-5.14,-10.82,-4.99%,+2.60,1.20%
-,"Short","ETHUSDT",-0.23,+0.23,Normal,"S",978 915,24.07.2019,00:09:00,+206.13,+0.03792792,Normal,"sS",979 795,24.07.2019,14:49:00,+214.45,+0.03945880,+206.13000000,-1.99098672,-1.91360000,-8.65646400,-1.99098672,+0.00000000,880,-0.00226248,1 879.98864584,-4.20,-8.67,-4.21%,+4.13,2.00%
-,"Long","ETHUSDT",+6.62,+6.62,Normal,"B",979 795,24.07.2019,14:49:00,+214.45,+1.13572720,Normal,"sB",981 839,26.07.2019,00:53:00,+215.39,+1.14070544,+214.45000000,+3.94636736,+6.22280000,+0.59612800,+3.94636736,+0.00000000,2 044,+0.00193071,1 883.93501320,+0.28,-6.28,-2.93%,+10.67,4.98%
-,"Short","ETHUSDT",-0.23,+0.23,Normal,"S",981 839,26.07.2019,00:53:00,+215.39,+0.03963176,Normal,"sS",982 794,26.07.2019,16:48:00,+218.18,+0.04014512,+215.39000000,-0.72147688,-0.64170000,-3.13685600,-0.72147688,+0.00000000,955,-0.00075547,1 883.21353632,-1.46,-4.61,-2.14%,+2.68,1.24%
-,"Long","ETHUSDT",+6.5,+6.5,Normal,"B",982 794,26.07.2019,16:48:00,+218.18,+1.13453600,Normal,"sB",983 851,27.07.2019,10:25:00,+212.93,+1.10723600,+218.18000000,-36.36677200,-34.12500000,-5.59488800,-36.36677200,+0.00000000,1 057,-0.03440565,1 846.84676432,-2.56,-5.25,-2.41%,+5.12,2.35%
-,"Short","ETHUSDT",-0.22,+0.22,Normal,"S",983 851,27.07.2019,10:25:00,+212.93,+0.03747568,Normal,"sS",986 205,29.07.2019,01:39:00,+212.93,+0.03747568,+212.93000000,-0.07495136,-0.00000000,-0.34068800,-0.07495136,+0.00000000,2 354,-0.00003184,1 846.77181296,-0.16,-0.00,-0.00%,+14.69,6.90%
-,"Long","ETHUSDT",+6.66,+6.66,Normal,"B",986 205,29.07.2019,01:39:00,+212.93,+1.13449104,Normal,"sB",990 766,01.08.2019,05:40:00,+212.54,+1.13241312,+212.93000000,-4.86430416,-2.59740000,-0.73037600,-4.86430416,+0.00000000,4 561,-0.00106650,1 841.90750880,-0.34,-8.53,-4.01%,+6.46,3.03%
-,"Short","ETHUSDT",-0.23,+0.23,Normal,"S",990 766,01.08.2019,05:40:00,+212.54,+0.03910736,Normal,"sS",991 649,01.08.2019,20:23:00,+216.48,+0.03983232,+212.54000000,-0.98513968,-0.90620000,-4.28321600,-0.98513968,+0.00000000,883,-0.00111567,1 840.92236912,-2.02,-3.94,-1.85%,+0.74,0.35%
-,"Long","ETHUSDT",+6.56,+6.56,Normal,"B",991 649,01.08.2019,20:23:00,+216.48,+1.13608704,Normal,"sB",992 881,02.08.2019,16:55:00,+216.49,+1.13613952,+216.48000000,-2.20662656,+0.06560000,-0.33637600,-2.20662656,+0.00000000,1 232,-0.00179109,1 838.71574256,-0.16,-1.52,-0.70%,+5.70,2.63%
-,"Short","ETHUSDT",-0.23,+0.23,Normal,"S",992 881,02.08.2019,16:55:00,+216.49,+0.03983416,Normal,"sS",993 408,03.08.2019,01:42:00,+219.48,+0.04038432,+216.49000000,-0.76791848,-0.68770000,-3.33877600,-0.76791848,+0.00000000,527,-0.00145715,1 837.94782408,-1.54,-3.92,-1.81%,+2.18,1.01%
-,"Long","ETHUSDT",+6.46,+6.46,Normal,"B",993 408,03.08.2019,01:42:00,+219.48,+1.13427264,Normal,"sB",994 970,04.08.2019,03:44:00,+218.49,+1.12915632,+219.48000000,-8.65882896,-6.39540000,-1.34037600,-8.65882896,+0.00000000,1 562,-0.00554342,1 829.28899512,-0.61,-0.99,-0.45%,+5.03,2.29%
-,"Short","ETHUSDT",-0.22,+0.22,Normal,"S",994 970,04.08.2019,03:44:00,+218.49,+0.03845424,Normal,"sS",995 981,04.08.2019,20:35:00,+221.35,+0.03895760,+218.49000000,-0.70661184,-0.62920000,-3.21187200,-0.70661184,+0.00000000,1 011,-0.00069892,1 828.58238328,-1.47,-3.29,-1.51%,+1.59,0.73%
-,"Long","ETHUSDT",+6.41,+6.41,Normal,"B",995 981,04.08.2019,20:35:00,+221.35,+1.13508280,Normal,"sB",998 388,06.08.2019,12:42:00,+227.99,+1.16913272,+221.35000000,+40.25818448,+42.56240000,+6.28052800,+40.25818448,+0.00000000,2 407,+0.01672546,1 868.84056776,+2.84,-1.85,-0.84%,+17.80,8.04%
-,"Short","ETHUSDT",-0.21,+0.21,Normal,"S",998 388,06.08.2019,12:42:00,+227.99,+0.03830232,Normal,"sS",1 005 838,11.08.2019,16:52:00,+213.88,+0.03593184,+227.99000000,+2.88886584,+2.96310000,+13.75650400,+2.88886584,+0.00000000,7 450,+0.00038777,1 871.72943360,+6.03,-3.26,-1.43%,+25.39,11.14%
-,"Long","ETHUSDT",+6.63,+6.63,Normal,"B",1 005 838,11.08.2019,16:52:00,+213.88,+1.13441952,Normal,"sB",1 007 598,12.08.2019,22:12:00,+211.21,+1.12025784,+213.88000000,-19.95677736,-17.70210000,-3.01007200,-19.95677736,+0.00000000,1 760,-0.01133908,1 851.77265624,-1.41,-4.13,-1.93%,+3.06,1.43%
